gemma-3-4b-it	main:Q4_K_M	200	https://huggingface.co/ggml-org/gemma-3-4b-it-GGUF/resolve/main/gemma-3-4b-it-Q4_K_M.gguf	manifests/snapshot/models/agents/gemma-3-4b.json
gemma-3-4b-it	mmproj	200	https://huggingface.co/ggml-org/gemma-3-4b-it-GGUF/resolve/main/mmproj-model-f16.gguf	manifests/snapshot/models/agents/gemma-3-4b.json
hcx-seed-8b	main:Q4_K_M	401	https://huggingface.co/naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B-GGUF/resolve/main/HyperCLOVAX-SEED-Text-Instruct-Q4_K_M.gguf	manifests/snapshot/models/agents/hcx-seed-8b.json
hcx-seed-8b	main:Q5_K_M	401	https://huggingface.co/naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B-GGUF/resolve/main/HyperCLOVAX-SEED-Text-Instruct-Q5_K_M.gguf	manifests/snapshot/models/agents/hcx-seed-8b.json
kullm3	main:Q4_K_M	401	https://huggingface.co/nlpai-lab/KULLM3-GGUF/resolve/main/KULLM3-Q4_K_M.gguf	manifests/snapshot/models/agents/kullm3.json
llama-3.1-70b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Meta-Llama-3.1-70B-Instruct-GGUF/resolve/main/Meta-Llama-3.1-70B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/agents/llama-3.1-70b-instruct.json
llama-3.1-70b-instruct	main:Q3_K_M	200	https://huggingface.co/bartowski/Meta-Llama-3.1-70B-Instruct-GGUF/resolve/main/Meta-Llama-3.1-70B-Instruct-Q3_K_M.gguf	manifests/snapshot/models/agents/llama-3.1-70b-instruct.json
llama-3.1-8b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF/resolve/main/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/agents/llama-3.1-8b-instruct.json
llama-3.3-70b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Llama-3.3-70B-Instruct-GGUF/resolve/main/Llama-3.3-70B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/agents/llama-3.3-70b.json
llama-3.3-70b-instruct	main:Q3_K_M	200	https://huggingface.co/bartowski/Llama-3.3-70B-Instruct-GGUF/resolve/main/Llama-3.3-70B-Instruct-Q3_K_M.gguf	manifests/snapshot/models/agents/llama-3.3-70b.json
mistral-small-24b	main:Q4_K_M	404	https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501/resolve/main/Mistral-Small-24B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/agents/mistral-small-24b.json
mixtral-8x7b-instruct	main:Q4_K_M	200	https://huggingface.co/TheBloke/Mixtral-8x7B-Instruct-v0.1-GGUF/resolve/main/mixtral-8x7b-instruct-v0.1.Q4_K_M.gguf	manifests/snapshot/models/agents/mixtral-8x7b-instruct.json
nemotron-3-nano-30b-a3b	main:Q3_K_M	200	https://huggingface.co/unsloth/Nemotron-3-Nano-30B-A3B-GGUF/resolve/main/Nemotron-3-Nano-30B-A3B-Q3_K_M.gguf	manifests/snapshot/models/agents/nemotron-3-nano-30b-a3b.json
nemotron-3-nano-30b-a3b	main:Q4_K_M	200	https://huggingface.co/unsloth/Nemotron-3-Nano-30B-A3B-GGUF/resolve/main/Nemotron-3-Nano-30B-A3B-Q4_K_M.gguf	manifests/snapshot/models/agents/nemotron-3-nano-30b-a3b.json
nemotron-3-nano-30b-a3b	main:Q5_K_M	200	https://huggingface.co/unsloth/Nemotron-3-Nano-30B-A3B-GGUF/resolve/main/Nemotron-3-Nano-30B-A3B-Q5_K_M.gguf	manifests/snapshot/models/agents/nemotron-3-nano-30b-a3b.json
nemotron-3-nano-4b	main:Q4_K_M	404	https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-GGUF/resolve/main/NVIDIA-Nemotron-3-Nano-4B-Q4_K_M.gguf	manifests/snapshot/models/agents/nemotron-3-nano-4b.json
phi-4-14b	main:Q4_K_M	404	https://huggingface.co/microsoft/phi-4-gguf/resolve/main/phi-4-Q4_K_M.gguf	manifests/snapshot/models/agents/phi-4-14b.json
qwen-3-8b	main:Q4_K_M	200	https://huggingface.co/Qwen/Qwen3-8B-GGUF/resolve/main/Qwen3-8B-Q4_K_M.gguf	manifests/snapshot/models/agents/qwen-3-8b.json
solar-10.7b-instruct	main:Q4_K_M	404	https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0/resolve/main/solar-10.7b-instruct-v1.0.Q4_K_M.gguf	manifests/snapshot/models/agents/solar-10.7b.json
yi-1.5-34b-chat	main:Q4_K_M	401	https://huggingface.co/01-ai/Yi-1.5-34B-Chat-GGUF/resolve/main/Yi-1.5-34B-Chat-Q4_K_M.gguf	manifests/snapshot/models/agents/yi-1.5-34b.json
yi-ko-6b	main:Q4_K_M	401	https://huggingface.co/beomi/Yi-Ko-6B-GGUF/resolve/main/Yi-Ko-6B-Q4_K_M.gguf	manifests/snapshot/models/agents/yi-ko-6b.json
codestral-22b	main:Q4_K_M	200	https://huggingface.co/bartowski/Codestral-22B-v0.1-GGUF/resolve/main/Codestral-22B-v0.1-Q4_K_M.gguf	manifests/snapshot/models/coding/codestral-22b.json
codestral-22b	main:Q5_K_M	200	https://huggingface.co/bartowski/Codestral-22B-v0.1-GGUF/resolve/main/Codestral-22B-v0.1-Q5_K_M.gguf	manifests/snapshot/models/coding/codestral-22b.json
deepseek-coder-v2-16b	main:Q4_K_M	401	https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct-GGUF/resolve/main/DeepSeek-Coder-V2-Lite-Instruct-Q4_K_M.gguf	manifests/snapshot/models/coding/deepseek-coder-v2-16b.json
exaone-4.0-32b-instruct	main:Q4_K_M	401	https://huggingface.co/LGAI-EXAONE/EXAONE-4.0-32B-Instruct-GGUF/resolve/main/EXAONE-4.0-32B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/coding/exaone-4-32b.json
exaone-4.0-32b-instruct	main:Q5_K_M	401	https://huggingface.co/LGAI-EXAONE/EXAONE-4.0-32B-Instruct-GGUF/resolve/main/EXAONE-4.0-32B-Instruct-Q5_K_M.gguf	manifests/snapshot/models/coding/exaone-4-32b.json
qwen-2.5-coder-3b-instruct	main:Q4_K_M	200	https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/resolve/main/qwen2.5-coder-3b-instruct-q4_k_m.gguf	manifests/snapshot/models/coding/qwen-2.5-coder-3b.json
qwen-2.5-coder-3b-instruct	main:Q8_0	200	https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/resolve/main/qwen2.5-coder-3b-instruct-q8_0.gguf	manifests/snapshot/models/coding/qwen-2.5-coder-3b.json
qwen-2.5-coder-7b-instruct	main:Q4_K_M	404	https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct-GGUF/resolve/main/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/coding/qwen-2.5-coder-7b.json
bge-m3	main:F16	404	https://huggingface.co/BAAI/bge-m3/resolve/main/bge-m3.gguf	manifests/snapshot/models/embeddings/bge-m3.json
kure-v1	main:F16	404	https://huggingface.co/nlpai-lab/KURE-v1/resolve/main/kure-v1.gguf	manifests/snapshot/models/embeddings/kure-v1.json
cydonia-24b-v4	main:Q4_K_M	200	https://huggingface.co/bartowski/TheDrummer_Cydonia-24B-v4.3-GGUF/resolve/main/TheDrummer_Cydonia-24B-v4.3-Q4_K_M.gguf	manifests/snapshot/models/roleplay/cydonia-24b-v4.json
cydonia-24b-v4	main:Q5_K_M	200	https://huggingface.co/bartowski/TheDrummer_Cydonia-24B-v4.3-GGUF/resolve/main/TheDrummer_Cydonia-24B-v4.3-Q5_K_M.gguf	manifests/snapshot/models/roleplay/cydonia-24b-v4.json
mythomax-l2-13b	main:Q4_K_M	200	https://huggingface.co/TheBloke/MythoMax-L2-13B-GGUF/resolve/main/mythomax-l2-13b.Q4_K_M.gguf	manifests/snapshot/models/roleplay/mythomax-l2-13b.json
nous-hermes-2-mistral-7b-dpo	main:Q4_K_M	404	https://huggingface.co/NousResearch/Nous-Hermes-2-Mistral-7B-DPO-GGUF/resolve/main/Nous-Hermes-2-Mistral-7B-DPO-Q4_K_M.gguf	manifests/snapshot/models/roleplay/nous-hermes-2-mistral-7b-dpo.json
polyglot-ko-12.8b	main:Q4_K_M	404	https://huggingface.co/EleutherAI/polyglot-ko-12.8b/resolve/main/polyglot-ko-12.8b.Q4_K_M.gguf	manifests/snapshot/models/roleplay/polyglot-ko-12.8b.json
polyglot-ko-12.8b	main:Q5_K_M	404	https://huggingface.co/EleutherAI/polyglot-ko-12.8b/resolve/main/polyglot-ko-12.8b.Q5_K_M.gguf	manifests/snapshot/models/roleplay/polyglot-ko-12.8b.json
stheno-l3-8b	main:Q4_K_M	401	https://huggingface.co/Sao10K/L3-8B-Stheno-v3.2-GGUF/resolve/main/L3-8B-Stheno-v3.2-Q4_K_M.gguf	manifests/snapshot/models/roleplay/stheno-l3-8b.json
synatra-7b-v0.3-rp	main:Q4_K_M	401	https://huggingface.co/maywell/Synatra-7B-v0.3-RP-GGUF/resolve/main/Synatra-7B-v0.3-RP-Q4_K_M.gguf	manifests/snapshot/models/roleplay/synatra-7b-v0.3-rp.json
gemma-3-1b-it	main:Q4_K_M	200	https://huggingface.co/ggml-org/gemma-3-1b-it-GGUF/resolve/main/gemma-3-1b-it-Q4_K_M.gguf	manifests/snapshot/models/slm/gemma-3-1b.json
hcx-seed-1.5b	main:Q4_K_M	401	https://huggingface.co/naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B/resolve/main/HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M.gguf	manifests/snapshot/models/slm/hcx-seed-1.5b.json
hcx-seed-1.5b	main:Q8_0	401	https://huggingface.co/naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-1.5B/resolve/main/HyperCLOVAX-SEED-Text-Instruct-1.5B-Q8_0.gguf	manifests/snapshot/models/slm/hcx-seed-1.5b.json
llama-3.2-1b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Llama-3.2-1B-Instruct-GGUF/resolve/main/Llama-3.2-1B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/slm/llama-3.2-1b.json
llama-3.2-1b-instruct	main:Q8_0	200	https://huggingface.co/bartowski/Llama-3.2-1B-Instruct-GGUF/resolve/main/Llama-3.2-1B-Instruct-Q8_0.gguf	manifests/snapshot/models/slm/llama-3.2-1b.json
llama-3.2-3b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Llama-3.2-3B-Instruct-GGUF/resolve/main/Llama-3.2-3B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/slm/llama-3.2-3b.json
llama-3.2-3b-instruct	main:Q8_0	200	https://huggingface.co/bartowski/Llama-3.2-3B-Instruct-GGUF/resolve/main/Llama-3.2-3B-Instruct-Q8_0.gguf	manifests/snapshot/models/slm/llama-3.2-3b.json
qwen-2.5-1.5b-instruct	main:Q4_K_M	200	https://huggingface.co/bartowski/Qwen2.5-1.5B-Instruct-GGUF/resolve/main/Qwen2.5-1.5B-Instruct-Q4_K_M.gguf	manifests/snapshot/models/slm/qwen-2.5-1.5b.json
qwen-2.5-1.5b-instruct	main:Q5_K_M	200	https://huggingface.co/bartowski/Qwen2.5-1.5B-Instruct-GGUF/resolve/main/Qwen2.5-1.5B-Instruct-Q5_K_M.gguf	manifests/snapshot/models/slm/qwen-2.5-1.5b.json
yi-1.5-6b-chat	main:Q4_K_M	401	https://huggingface.co/01-ai/Yi-1.5-6B-Chat-GGUF/resolve/main/Yi-1.5-6B-Chat-Q4_K_M.gguf	manifests/snapshot/models/slm/yi-1.5-6b.json
yi-1.5-9b-chat	main:Q4_K_M	401	https://huggingface.co/01-ai/Yi-1.5-9B-Chat-GGUF/resolve/main/Yi-1.5-9B-Chat-Q4_K_M.gguf	manifests/snapshot/models/slm/yi-1.5-9b.json
whisper-large-v3-korean	main:F16	200	https://huggingface.co/ggerganov/whisper.cpp/resolve/main/ggml-large-v3.bin	manifests/snapshot/models/sound-stt/whisper-large-v3-korean.json
whisper-large-v3-korean	main:Q5_0	200	https://huggingface.co/ggerganov/whisper.cpp/resolve/main/ggml-large-v3-q5_0.bin	manifests/snapshot/models/sound-stt/whisper-large-v3-korean.json
